name,Cuisine_type,protein,carbohydrate,total_fat,Estimated_Weight(g),calories
Roasted Kale and Eggplant Tapenade,mediterranean,31.16,117.35,51.49,200,1057.45
Dinner Tonight: Red Snapper with Tomatoes and Olives Baked in Foil Recipe,american,114.24,30.51,55.26,200,1076.34
Greek-Style Chicken Breasts,mediterranean,124.9,27.75,47.35,200,1036.75
Eggs Baked Over a Spicy Vegetable Ragout,south american,56.07,94.23,49.7,200,1048.5
Baccalà in Zimino (Salted Cod with Greens),american,150.82,22.29,26.89,200,934.45
Cook the Book: Piedmontese Peppers,french,21.25,80.57,98.17,200,1290.81
Dinner Tonight: Zucchini Galette,american,76.25,59.35,64.4,200,1122
Yellow Tomato Gazpacho,mediterranean,30.55,135.4,34.05,200,970.25
Provençal Turkey Kebabs with Grilled Lemon,american,119.71,25.39,54.9,200,1074.5
Persian Spinach and Yogurt Dip (Borani Esfanaj),american,56.47,88.89,54.65,200,1073.29
"Mussels with Spices, Ginger, Lemongrass and Coriander",mediterranean,99.33,56.43,44.24,200,1021.2
Greek Salmon Salad,nordic,19.86,147.27,32.87,200,964.35
Southeast Asian Carrot Salad with Mint and Roasted Peanuts,south east asian,36.49,88.32,75.18,200,1175.86
"Swordfish with Olives, Capers & Tomatoes over Polenta",italian,84.56,72.37,43.07,200,1015.35
Sea Bass Crusted with Moroccan Spices,middle eastern,142.98,22.95,34.07,200,970.35
"Cook the Book: Cumin Seed Roasted Cauliflower with Salted Yogurt, Mint, and Pomegranate Seeds",mediterranean,29.79,125.69,44.52,200,1022.6
Lamb Kofta With Pomegranate Glaze,american,67.56,75.7,56.74,200,1083.7
Dinner Recipe for Two: Duck Breast with Pomegranate-Citrus Glaze,french,127.53,45.11,27.36,200,936.8
Meat Lite: Eggs Any Style Shaksouka Recipe,mediterranean,77.94,33.7,88.37,200,1241.89
Mediterranean Dip,mediterranean,46.05,85.82,68.13,200,1140.65
Mediterranean Dip,mediterranean,46.05,85.82,68.13,200,1140.65
Roasted Mediterranean Chick Pea’s recipes,mediterranean,35.65,125.51,38.84,200,994.2
Mediterranean Elote,mediterranean,30.26,130.63,39.11,200,995.55
5 Ingredient Mediterranean Dip recipes,mediterranean,51.91,29.47,118.62,200,1393.1
Healthy Mediterranean Veggie Omelette recipes,french,74.08,43.94,81.98,200,1209.9
Mediterranean Chicken Soup,mediterranean,107.03,67.04,25.93,200,929.65
Mediterranean Stuffed Mushroom Appetizer recipes,mediterranean,38.83,71.03,90.14,200,1250.7
Mediterranean Chicken Salad,mediterranean,72.9,53.11,73.98,200,1169.86
Mediterranean Chicken Salad recipes,mediterranean,54.87,87.27,57.85,200,1089.21
Sheet Pan Mediterranean Cod,mediterranean,125.05,56.73,18.22,200,891.1
Mediterranean Grilled Chicken,mediterranean,115.77,18.03,66.2,200,1131
Cucumber and Feta Appetizer Bites,mediterranean,62.43,53.09,84.49,200,1222.49
Dijon Pork Medallions with Roasted Carrot and Zucchini Fries,french,102.3,78.24,19.46,200,897.3
Prosciutto-Wrapped Apricots Recipe,american,50.54,60.52,88.94,200,1244.7
Greek Salad,mediterranean,25.54,113.75,60.71,200,1103.55
Spanish bruschetta (pan con tomate),mediterranean,32.49,147.19,20.32,200,901.6
Spicy Feta Spread,mediterranean,55.52,47.46,97.02,200,1285.1
Tzatziki,mediterranean,52.47,104.65,42.88,200,1014.4
Dijon Pork Medallions with Roasted Carrot and Zucchini Fries,french,101.89,78.66,19.45,200,897.25
Lemony Kale Salad,mediterranean,32.92,42.49,124.59,200,1422.95
Linguini with Coriander Pesto and Chilli Calamari,italian,70.16,101.86,27.98,200,939.9
Herbed Vegetable Ribbons,mediterranean,21.99,102.1,75.9,200,1179.46
Mediterranean Wraps,mediterranean,33.75,130.96,35.28,200,976.36
Feta-Stuffed Romano peppers,mediterranean,62.85,52.23,84.93,200,1224.69
Mediterranean sandwich,mediterranean,54.02,92.95,53.04,200,1065.24
Mediterranean Eggs,mediterranean,71.03,32.63,96.34,200,1281.7
Mediterranean Kebabs,mediterranean,45.11,52.35,102.55,200,1312.79
Asparagus And Brie Open Pastry,french,63.02,51.23,85.74,200,1228.66
Mediterranean Salsa,mediterranean,34.65,123.29,42.06,200,1010.3
Courgette Mediterranean,mediterranean,30.04,91.48,78.48,200,1192.4
Branzino Mediterranean,mediterranean,104.5,43.33,52.17,200,1060.85
Mediterranean Salsa,mediterranean,42,42.25,115.75,200,1378.75
Zucchini Mediterranean,mediterranean,30.07,91.06,78.87,200,1194.35
Mediterranean Chicken,mediterranean,168.54,6.75,24.71,200,923.55
Mediterranean Scallops,mediterranean,95.55,58.76,45.69,200,1028.45
Mediterranean Chicken,mediterranean,131.64,43.96,24.41,200,922.09
Mediterranean Beans,mediterranean,41.15,131.88,26.97,200,934.85
Mediterranean Frittata,mediterranean,80.25,49.99,69.76,200,1148.8
Mediterranean Shrimp,mediterranean,113.75,45.57,40.67,200,1003.31
Mediterranean Omelet,mediterranean,78.68,31.3,90.03,200,1250.19
Miss Kitty's Oven-Roasted Potatoes,mediterranean,17.14,138.17,44.69,200,1023.45
Mediterranean Spinach,mediterranean,70.78,91.44,37.78,200,988.9
Mediterranean Nachos,mediterranean,34.88,96.47,68.65,200,1143.25
Mediterranean Shrimp,mediterranean,103.7,71.75,24.55,200,922.75
Mediterranean Soup,mediterranean,24.29,110.17,65.54,200,1127.7
Mediterranean Salsa,mediterranean,34.65,123.29,42.06,200,1010.3
Mediterranean roast,mediterranean,84.17,76.99,38.84,200,994.2
Mediterranean Chicken,mediterranean,162.55,14.4,23.05,200,915.25
Mediterranean Spinach,mediterranean,70.78,91.44,37.78,200,988.9
Mediterranean Scampi,mediterranean,121.61,39.62,38.77,200,993.85
Mediterranean Wrap,mediterranean,31.2,80.19,88.61,200,1243.05
Mediterranean Halibut,mediterranean,166.06,13.94,20,200,900
Mediterranean Vegetables,mediterranean,27.49,121.03,51.48,200,1057.4
Mediterranean Salad,mediterranean,47.56,108.52,43.92,200,1019.6
Mediterranean Nachos,mediterranean,35.52,97.85,66.64,200,1133.24
Mediterranean Wrap,mediterranean,39.13,123.94,36.93,200,984.65
Mediterranean Dip,mediterranean,56.97,83.28,59.75,200,1098.75
Mediterranean Fish,mediterranean,120.85,40.35,38.79,200,993.91
Mediterranean Fish,mediterranean,120.85,40.35,38.79,200,993.91
Mediterranean fish,mediterranean,29.29,131.97,38.74,200,993.7
Mediterranean Salsa,mediterranean,27.19,70.34,102.47,200,1312.35
Mediterranean Chicken,mediterranean,123.95,39.58,36.47,200,982.35
Flounder Mediterranean,mediterranean,93.62,38.27,68.11,200,1140.55
Calamari Mediterranean,mediterranean,53.2,56.13,90.67,200,1253.35
Mediterranean Scampi,mediterranean,121.61,39.62,38.77,200,993.85
Mediterranean Chicken,mediterranean,157.12,17.57,25.31,200,926.55
Mediterranean Cod,mediterranean,69.63,73.66,56.71,200,1083.55
Mediterranean Swai,mediterranean,59.59,65.7,74.72,200,1173.64
Mediterranean Salad,mediterranean,32.18,106.91,60.92,200,1104.64
Mediterranean Stew,mediterranean,127.9,45.17,26.93,200,934.65
Pear and Apple Pork Chop Skillet,american,81.25,70.44,48.31,200,1041.55
Mediterranean Chicken,mediterranean,116.67,58.89,24.44,200,922.2
Mediterranean Frittata,mediterranean,81.39,57.1,61.51,200,1107.55
Mediterranean Chicken,mediterranean,136.57,24.44,38.99,200,994.95
Mediterranean Orzo,mediterranean,46.03,83.68,70.29,200,1151.45
Tunisian Potato & Olive Salad,mediterranean,14.61,122.16,63.24,200,1116.24
Feta-Olive Bison Sliders recipes,mediterranean,147.28,10.03,42.69,200,1013.45
Mediterranean Pork Kabobs,mediterranean,113.84,26.57,59.59,200,1097.95
Mediterranean Veggie Sandwich,mediterranean,43.72,129.64,26.63,200,933.11
Mediterranean Zucchini Boats,mediterranean,68.99,70.78,60.23,200,1101.15
Mediterranean Red Snapper,mediterranean,147.75,10.5,41.76,200,1008.84
Mediterranean chopped salad,mediterranean,39,97.2,63.8,200,1119
Mediterranean Tomato Salad,mediterranean,61.41,61.5,77.09,200,1185.45
Mediterranean Style Eggplant,mediterranean,18.97,110.79,70.25,200,1151.29
Mediterranean Quinoa Salad,mediterranean,40.28,81.84,77.88,200,1189.4
Mediterranean antipasto tart,mediterranean,22.25,74.59,103.16,200,1315.8
Mediterranean Stuffed Peppers,mediterranean,51.38,68.18,80.44,200,1202.2
Mediterranean Chicken Pitas,mediterranean,66.21,81.34,52.44,200,1062.16
Mediterranean Grilled Vegetables,mediterranean,18.82,80.99,100.19,200,1300.95
Ricotta Mediterranean Pita,mediterranean,40.1,70.86,89.04,200,1245.2
Mediterranean Balsamic Mushrooms,mediterranean,30.67,51.3,118.03,200,1390.15
Chicken ala Mediterranean,mediterranean,85.71,50.05,64.24,200,1121.2
Mediterranean Quinoa Salad,mediterranean,40.28,81.84,77.88,200,1189.4
Mediterranean Sandwich Recipe,mediterranean,52.82,91.07,56.12,200,1080.64
Mediterranean Crushed Potatoes,mediterranean,17.68,143.65,38.67,200,993.35
Mediterranean chicken rolls,mediterranean,111.41,26.4,62.2,200,1111.04
Whole30 Mediterranean Chicken,mediterranean,108.79,28.6,62.6,200,1112.96
Mediterranean Buttermilk Chicken,mediterranean,141.23,37.19,21.58,200,907.9
Mediterranean Style Cod,mediterranean,134.98,36.91,28.11,200,940.55
Mediterranean Tuna Wrap,mediterranean,125.08,42.96,31.96,200,959.8
PHILLY Mediterranean Dip,american,41.69,28.82,129.49,200,1447.45
Skillet Mediterranean Chicken,mediterranean,131.23,18.76,50,200,1049.96
Mediterranean Chicken Wrap,mediterranean,58.22,77.64,64.13,200,1120.61
Mediterranean Chicken Salad,mediterranean,120.61,27.43,51.96,200,1059.8
Mediterranean Chicken Meatballs,mediterranean,104.45,39.26,56.29,200,1081.45
Mediterranean Cod recipes,mediterranean,152.69,13.2,34.1,200,970.46
Lemony Sprouts and Shoots,mediterranean,46.87,124.12,29.01,200,945.05
Mediterranean scrambled eggs,mediterranean,63.08,56.08,80.83,200,1204.11
Mediterranean Vegetable Skewers,mediterranean,33.26,79.73,87.01,200,1235.05
Mediterranean Pasta Salad,mediterranean,29.93,130.69,39.38,200,996.9
Mediterranean Kale Salad,mediterranean,35.61,38.74,125.66,200,1428.34
Mediterranean Chicken Patties,mediterranean,102.19,49.83,47.98,200,1039.9
Mediterranean Chicken Tostadas,south american,49.16,95.17,55.67,200,1078.35
Mediterranean Kale Salad,mediterranean,116.01,39.45,44.54,200,1022.7
Mediterranean Watermelon Salad,mediterranean,22.79,90.06,87.15,200,1235.75
Mediterranean Baked Peppers,mediterranean,37.24,99.79,62.97,200,1114.85
Mediterranean Eggplant Dip,mediterranean,16.92,108.64,74.44,200,1172.2
Mediterranean Greek Salad,mediterranean,46.15,83.43,70.42,200,1152.1
Mediterranean bruschetta (dip),mediterranean,29.88,107.4,62.72,200,1113.6
Mediterranean Zucchini Salad,mediterranean,51.69,102.73,45.58,200,1027.9
Mediterranean Braised Cucumbers,mediterranean,34.76,66.75,98.5,200,1292.54
Mediterranean Tapas Potatoes,mediterranean,14.63,108.29,77.08,200,1185.4
Mediterranean Egg Muffins,mediterranean,72.79,82.27,44.94,200,1024.7
Mediterranean Turkey Bake,american,92.33,60.09,47.58,200,1037.9
Mediterranean Bean Dip,mediterranean,35.47,99.21,65.32,200,1126.6
Mediterranean toasted roll,mediterranean,71.52,40.06,88.42,200,1242.1
Mediterranean Watermelon Salad,mediterranean,30.86,112.35,56.79,200,1083.95
Mediterranean Tuna Wrap,mediterranean,83.92,53.88,62.21,200,1111.09
Mediterranean Zucchini Salad,mediterranean,34.54,92.56,72.9,200,1164.5
Mediterranean Baked Catfish,american,106.18,33.84,59.99,200,1099.99
Mediterranean Tilapia recipes,mediterranean,145.95,35.27,18.78,200,893.9
Mediterranean Sardine Dish,mediterranean,112.52,41.84,45.63,200,1028.11
Mediterranean Summer Salad,mediterranean,43.33,105.82,50.85,200,1054.25
Mediterranean Cod recipes,mediterranean,136.3,20.5,43.2,200,1016
Grilled Mediterranean Chicken,mediterranean,147.08,20.24,32.68,200,963.4
Mediterranean Tuna Salad,mediterranean,105.55,24.03,70.43,200,1152.19
Mediterranean Greek Salad,mediterranean,46.15,83.43,70.42,200,1152.1
Mediterranean Tuna Cups,mediterranean,117.98,63.09,18.92,200,894.56
Mediterranean Veggie Wrap,mediterranean,38.92,114.06,47.02,200,1035.1
Mediterranean Baked Cod,mediterranean,112.66,26.47,60.86,200,1104.26
Mediterranean Broccoflower Salad,mediterranean,25.2,126.72,48.07,200,1040.31
Mediterranean Pork Kabobs,mediterranean,113.84,26.57,59.59,200,1097.95
Mediterranean Medley Salad,mediterranean,34.27,92.66,73.07,200,1165.35
Mediterranean Salad recipes,mediterranean,34.24,85.67,80.09,200,1200.45
Mediterranean Fried Rice,mediterranean,31.98,104.4,63.62,200,1118.1
Easy Mediterranean Chicken,mediterranean,147.88,14.12,38,200,990
Mediterranean Summer Salad,mediterranean,62.88,53.92,83.2,200,1216
Mediterranean Avocado Toast,mediterranean,32.37,92.81,74.82,200,1174.1
Mediterranean Salmon Burgers,nordic,102.3,32.31,65.39,200,1126.95
Mediterranean Chicken Packets,mediterranean,123.02,45.87,31.1,200,955.46
Mediterranean Baked Fish,mediterranean,105.71,38.55,55.74,200,1078.7
Mediterranean Garden Salad,mediterranean,27.46,73.11,99.43,200,1297.15
Mediterranean Cauliflower Steaks,mediterranean,49.24,97.25,53.51,200,1067.55
Mediterranean Peasant Soup,mediterranean,44.28,138.85,16.87,200,884.35
Mediterranean Roasted Cauliflower,mediterranean,45.13,64.87,90,200,1250
Mediterranean Broccoflower Salad,mediterranean,25.4,127.35,47.25,200,1036.25
Mediterranean Egg Salad,mediterranean,85.17,50.58,64.26,200,1121.34
Mediterranean Salmon Burgers,nordic,94.2,33.4,72.41,200,1162.09
Mediterranean Vegetable Gratin,french,45.27,81.41,73.32,200,1166.6
Mediterranean Pita Triangles,mediterranean,34.89,131.64,33.47,200,967.35
Mediterranean Tuna Salad,mediterranean,68.76,59.92,71.33,200,1156.69
Mediterranean watermelon salsa,mediterranean,33.35,110.45,56.2,200,1081
Mediterranean Tuna Salad,mediterranean,81.78,42.02,76.2,200,1181
Mediterranean Breakfast Wrap,mediterranean,55.63,106.69,37.67,200,988.31
Mediterranean Chicken Casserole,mediterranean,91.6,66.74,41.66,200,1008.3
Mediterranean Lentil Salad,mediterranean,51.71,128.79,19.5,200,897.5
Mediterranean-style prawns,mediterranean,103.13,62.81,34.06,200,970.3
Mediterranean Cauliflower Couscous,mediterranean,33.59,88.33,78.08,200,1190.4
Flounder Mediterranean recipes,mediterranean,100.12,25.06,74.83,200,1174.19
Mediterranean Grilled Vegetables,mediterranean,31.29,97.15,71.57,200,1157.89
Mediterranean Calamari Stew,mediterranean,77.73,85.76,36.52,200,982.64
Mediterranean Salad recipes,mediterranean,38.86,108.02,53.12,200,1065.6
Mediterranean Tuna Wrap,mediterranean,83.92,53.88,62.21,200,1111.09
Mediterranean Socca Pizza,italian,40.27,100.97,58.76,200,1093.8
Organic Grilled Portabella Mushroom Burger With Roasted Red Peppers And Goat Cheese Recipe,american,48.41,92.59,59,200,1095
Mediterranean Crunch Salad,mediterranean,40.51,144.62,14.87,200,874.35
Mediterranean Shrimp recipes,mediterranean,121.21,36.67,42.12,200,1010.6
Mediterranean Veggie Sandwich,mediterranean,38.28,136.78,24.94,200,924.7
Brownies Mediterranean Fish,french,103.69,53.32,42.99,200,1014.95
Mediterranean Spaghetti Squash,mediterranean,27.21,90.02,82.77,200,1213.85
Mediterranean Fish Stew,mediterranean,95.51,93.7,10.79,200,853.95
Mediterranean Feta Dip,mediterranean,48.62,95.81,55.57,200,1077.85
Mediterranean chopped salad,mediterranean,35.57,99.87,64.55,200,1122.71
Mediterranean Roast Peppers,mediterranean,34.09,76.2,89.72,200,1248.64
Mediterranean Lemon Chicken,mediterranean,116.84,37.92,45.24,200,1026.2
Mediterranean Flatbread recipes,mediterranean,30.11,113.54,56.35,200,1081.75
Mediterranean Stuffed Mushrooms,mediterranean,60.34,57.55,82.1,200,1210.46
Mediterranean Couscous Salad,mediterranean,33.79,117.45,48.75,200,1043.71
Mediterranean Baked Fish,mediterranean,106.3,61.83,31.87,200,959.35
Mediterranean Salad recipes,mediterranean,27.49,96.15,76.37,200,1181.89
Mediterranean Roast Peppers,mediterranean,34.09,76.2,89.72,200,1248.64
Mediterranean baked fish,mediterranean,144.22,27.22,28.56,200,942.8
Mediterranean Spring Salad,mediterranean,52.98,106.77,40.25,200,1001.25
Mediterranean Stuffed Mushrooms,mediterranean,60.34,57.55,82.1,200,1210.46
Mediterranean Couscous Salad,mediterranean,33.79,117.45,48.75,200,1043.71
Mediterranean Baked Fish,mediterranean,106.3,61.83,31.87,200,959.35
Mediterranean Salad recipes,mediterranean,27.49,96.15,76.37,200,1181.89
Mediterranean Roast Peppers,mediterranean,34.09,76.2,89.72,200,1248.64
Mediterranean baked fish,mediterranean,144.22,27.22,28.56,200,942.8
Mediterranean Spring Salad,mediterranean,52.98,106.77,40.25,200,1001.25
Garlicky Wilted Kale (with a dash of Nutmeg),american,38.45,99.07,62.49,200,1112.49
Bonus Recipe: Do the Cabbage Pack!,american,26.77,87.65,85.58,200,1227.9
Crunchy Baked Fish,american,156.74,17.46,25.8,200,929
Ketel One Vodka Dutch Chocolate,eastern europe,40.73,119.88,39.39,200,996.95
kale and cheese calzone,italian,56.64,87.36,56,200,1080
Raw Shiitake Kale Salad recipes,mediterranean,29.2,63.67,107.13,200,1335.65
Cod with Rosemary Polenta and Beans,italian,62.2,108.84,28.95,200,944.71
"Sweet, Spicy, Easy Green Beans",mexican,89.96,44.22,65.82,200,1129.1
Carrots and Blue Cheese,american,27.47,86.12,86.41,200,1232.05
Raita (Indian Yogurt and Cucumber Condiment),indian,50.46,106.89,42.65,200,1013.25
Chicken with Mango Salsa,mexican,135.77,35.54,28.69,200,943.45
Crab Cakes With Green Onion And Mustard,french,133.79,46.51,19.7,200,898.5
Pork Medallions with Cranberry-Onion Relish,american,83.02,66.23,50.75,200,1053.75
Scallops Ceviche And Kumquats,south american,74.42,89.59,35.99,200,979.95
Green Onion and Mustard Crab Cakes,french,133.79,46.51,19.7,200,898.5
Oysters,mediterranean,98.35,77.05,24.6,200,923
Individual Chili-Cheddar Meatloaves,american,75.58,90.61,33.82,200,969.14
Tunacado Salad,french,47.49,47.54,104.97,200,1324.85
Lemon-Dill Orzo Pilaf,mediterranean,32.81,119.82,47.37,200,1036.85
Curried Chicken Salad with Fruit,eastern europe,94.95,69.52,35.53,200,977.65
Broccoli Cheese Strata,american,72.8,66.84,60.36,200,1101.8
Raspberry Pops,american,28.87,146.31,24.82,200,924.1
Gabriella's Farmer Cheese Gnocchi,italian,83.7,80.46,35.84,200,979.2
Squash and Sweet Potato Croquettes,french,25.95,139.76,34.28,200,971.36
Cauliflower Soup,american,66.66,46.55,86.79,200,1233.95
L.A. Burdick Classic Hot Chocolate,american,19.73,119.8,60.48,200,1102.44
Slaw and Order,british,59.66,115.66,24.68,200,923.4
Grilled Vegetable Pitas,mediterranean,50.13,106.56,43.31,200,1016.55
Shrimp Newburg on Toast Points,american,91.69,79.54,28.77,200,943.85
A Spanish Potato Tortilla On Hiking Trails,mediterranean,50.89,106.99,42.11,200,1010.51
Gabriella's Farmers Cheese Gnocchi,italian,83.7,80.46,35.84,200,979.2
Warm Bulgur & Lentil Salad,middle eastern,43.37,143.31,13.32,200,866.6
Cajun Grilled Chicken,american,159.74,13.18,27.08,200,935.4
Parmesan Flans with Tomatoes and Basil,mediterranean,86.26,59.62,54.12,200,1070.6
Endive with sweet cheese,italian,30.72,94.5,74.78,200,1173.9
Seafood Pizza,italian,77.71,64.67,57.63,200,1088.19
Sesame Asparagus recipes,chinese,37.22,69.86,92.93,200,1264.69
Shrimp Kebabs,middle eastern,123.39,35.63,40.97,200,1004.81
Citrus Grilled Salmon,nordic,62.26,88.49,49.25,200,1046.25
Tuna-Quinoa Toss,italian,65.9,90.63,43.46,200,1017.26
Celebrate Fat Tuesday with the Pinnacle® Creole Mary!,american,36.54,150.74,12.72,200,863.6
Broccoli Chicken Tortellini,italian,61.85,85.81,52.34,200,1061.7
Sizzlin' Skillet Baked Chicken,french,156.29,8.82,34.89,200,974.45
Shrimp Creole,american,128.36,47.5,24.14,200,920.7
Mashed Rutabagas recipes,american,34.73,147.32,17.94,200,889.66
Herbed Lemon Chicken Breasts,french,154.86,10.34,34.8,200,974
Cashew-Crusted Tilapia With Wild Rice,mediterranean,37.26,127.52,35.22,200,976.1
Poor Man's Soup,american,43.46,140.56,15.99,200,879.99
Chicken with Black Bean Salsa,mexican,94.41,69.24,36.35,200,981.75
Warm Turnip Spread,french,39.62,95.35,65.04,200,1125.24
Chocolate Coconut Nests with Jelly Bean Eggs Recipe,french,13.14,122.09,64.77,200,1123.85
Chicken Sausage And Potato Skillet,american,39.77,124.13,36.1,200,980.5
Apple Pie Grilled Cheese Sandwich recipes,american,31.94,98.98,69.09,200,1145.49
Spiced Oven Fries,american,18.82,156.55,24.63,200,923.15
Celery & Blue Cheese Dip with Tomato Juice,american,68.03,70.2,61.77,200,1108.85
Roasted Asparagus with Balsamic Browned Butter,american,40.88,72.91,86.21,200,1231.05
Raw Kale Shiitake Salad recipes,mediterranean,29.2,63.67,107.13,200,1335.65
Lime Scallops,mediterranean,105.87,50.88,43.25,200,1016.25
Lemon & Walnut Crusted Cod,american,86.89,31.62,81.49,200,1207.45
10-Minute Egg Drop Soup,chinese,55.52,89.23,55.25,200,1076.25
Hand-Formed Parmesan Tater Tots,italian,48.04,112.2,39.76,200,998.8
Roasted Cedar-Plank Salmon with Mustard-Maple Glaze,nordic,111.16,57.67,31.16,200,955.76
Summer-Squash Bowl,caribbean,105.11,40.04,54.85,200,1074.25
Grilled Fuji-n-Chick 'Wich,american,73.37,80.03,46.59,200,1032.91
Beet and Hearts of Palm Salad Recipe,mediterranean,59.23,99.15,41.62,200,1008.1
Original Ranchandreg; Pork Chops,american,131.6,24.17,44.23,200,1021.15
The White Gold of Norway?!,french,86.89,31.62,81.49,200,1207.45
"grilled rock cod with miso, leek, and nectarine compote",japanese,80.44,79.39,40.17,200,1000.85
Southern Green Beans,american,119,47.28,33.72,200,968.6
Breaded Chicken Fingers,american,112.42,39.65,47.94,200,1039.74
"Dark Chocolate, Chia, and Cherry Pecan Bar",american,12.21,109.71,78.08,200,1190.4
Country Chicken Pâté,french,120.91,26.87,52.22,200,1061.1
Ghanaian Inspired Black Eye Pea's,american,59.61,108.99,31.4,200,957
Rise and Shine,american,60.77,79.15,60.08,200,1100.4
Zucchini Custards with Tomatoes and Basil,italian,69.66,84,46.33,200,1031.61
Ring-My-Bella Mushroom Sandwich,american,36.06,96.03,67.91,200,1139.55
Toasted Paprika Chickpeas,mediterranean,38.41,125.16,36.43,200,982.15
French Toast ‘n’ Cheese Sandwich,french,29.48,114.9,55.62,200,1078.1
Dinner Tonight: Chipped Beef Gravy,american,55.36,95.41,49.24,200,1046.24
Crunchy Snow Peas with Toasted Almonds,american,34.91,90.01,75.08,200,1175.4
Sweet-and-Sour Almond Chicken,chinese,74.33,101.86,23.81,200,919.05
Sensational Turkey Noodle Soup,american,98.93,76.08,24.99,200,924.95
Turkey Caesar Sandwich recipes,american,76.08,74.69,49.24,200,1046.24
Grilled Asparagus Rafts,british,60.01,101.33,38.66,200,993.3
Pickled Cucumber and Onion Appetizer,american,21.74,160.57,17.68,200,888.36
Turkey Caesar Sandwich,american,76.12,74.58,49.3,200,1046.5
Spinach Oshitashi Style recipes,american,80.18,99.62,20.2,200,901
Cheese & Chutney Tostados,indian,70.28,78.07,51.66,200,1058.34
Butternut Squash 'Chawanmushi',south east asian,64.84,96.84,38.32,200,991.6
Stir-Fried Shrimp With Snow Peas And Ginger,chinese,130.54,27.4,42.06,200,1010.3
Martha's Sandwich with Bitter Greens recipes,american,53.26,102.75,43.99,200,1019.95
Creamy Broccoli Soup recipes,american,46.19,116.08,37.72,200,988.56
Maui's Hot Dog Soprano,american,45.74,34.36,119.9,200,1399.5
Danish Hakkebøf with Soft Onions - Hakkebøf med Bløde Løg,nordic,43.75,86.24,70.01,200,1150.05
Shallot Parsley Dip,american,71.59,65.9,62.51,200,1112.55
Spinach and Feta Puff Pastry Bites,mediterranean,55.03,72.75,72.22,200,1161.1
"Twice Baked Sweet Potatoes with Rosemary, Gruyere and Coffee Spiced Pecans",american,20,116.39,63.61,200,1118.05
Prosciutto-Wrapped Shrimp with Bourbon Barbecue Sauce recipes,american,74.18,84.93,40.89,200,1004.45
Iceberg Salad With Benihana Ginger Dressing,mediterranean,18.29,92.53,89.18,200,1245.9
Sensational Turkey Noodle Soup,american,99.19,75.76,25.05,200,925.25
Shaved Brussels Sprouts Salad,american,32.25,102.61,65.15,200,1125.79
Chicken Stir Fry,chinese,139.64,13.2,47.17,200,1035.89
Quick tomato soup with cheesy garlic dippers,american,48.65,102.43,48.93,200,1044.69
Louisiana Crab Cakes,french,74.6,80.15,45.25,200,1026.25
Easy Green Chile Quesadilla Recipe With Sprouted Corn Tortillas,mexican,51.4,72.47,76.14,200,1180.74
Chile Hold The Beans Add The Vegs,mexican,109.21,66.24,24.55,200,922.75
Balsamic-glazed scallops,mediterranean,100.26,40.05,59.69,200,1098.45
Grilled Mango and Marinated Sirloin Kebabs,american,97.62,81.04,21.34,200,906.7
Hot Artichoke-Parmesan Spread,mediterranean,76.74,56.94,66.32,200,1131.6
"Spicy, Smoky Homemade Kale Chips",south american,31.44,65.92,102.64,200,1313.2
Sauteed fiddlehead ferns,french,59.07,74.32,66.61,200,1133.05
Caesar Brussels Sprouts Salad with Almonds,american,46.22,81.77,72.01,200,1160.05
Chinese Vegetarian Chicken,chinese,48.18,82.6,69.21,200,1146.01
Apple and Cashew Spread Sandwich,mediterranean,30.6,104.75,64.66,200,1123.34
The Chicago Hot Dog,american,37.41,117.53,45.06,200,1025.3
Chipotle-Honey Roast Cauliflower with Basil,mediterranean,17.85,122.68,59.47,200,1097.35
Cheddar and Pumpkin-seed Oatcakes,mediterranean,44.02,93.88,62.1,200,1110.5
Spiced Butternut Soup with Crab,south american,75.22,112.68,12.1,200,860.5
Roasted Cumin-Rubbed Snapper,mediterranean,96.05,51.9,52.05,200,1060.25
Deviled ‘Guacamole’ Eggs Dip,south american,72.74,24.86,102.4,200,1312
"Stuffed Red Peppers ,Creole.",american,34.91,111.07,54.01,200,1070.01
Sweet-and-Spicy Yogurt,mediterranean,84.12,54.68,61.19,200,1105.91
Cucumber Dill Yogurt Salad recipes,american,40.36,136.95,22.7,200,913.54
"Roast Beef, Arugula, and Pickled Onion Wrap",american,50.64,121.14,28.22,200,941.1
Breakfast Burritos For 2,mexican,57.73,71.27,71,200,1155
Swiss Chard Tzatziki (Yogurt Dip) recipes,mediterranean,31.61,125.16,43.23,200,1016.15
Smoked Salmon Potato Nests,nordic,34.69,73.77,91.53,200,1257.61
Pan-Fried Smoked Salmon With Green Beans & Chives,nordic,42.53,87.92,69.55,200,1147.75
Sensational Chicken Noodle Soup,asian,90.42,78.07,31.51,200,957.55
Grilled Hanging Tenderloin,american,68.01,49.44,82.55,200,1212.75
"Oysters with Creme Fraiche, Lemon, and Tarragon",french,53.37,58.44,88.19,200,1240.95
Crispy Pan-Fried Chicken with Ranch Dipping Sauce,american,58.5,54.92,86.58,200,1232.9
Amalfi Style Shrimp,mediterranean,100.97,66.6,32.44,200,962.24
Quick Quarter-Pounders,mediterranean,108.27,32.23,59.5,200,1097.5
Poc Chuc,mediterranean,118.59,27.36,54.05,200,1070.25
Almond-Crusted Tilapia,mediterranean,114.4,28.78,56.82,200,1084.1
